number,subject,light,location,time,exif,original_path,expert0_path,expert1_path,expert2_path,expert3_path,expert4_path
1010,man-made object,sun or sky,outdoors,day,NIKON D700 20mm F/4.0 1/4000 ISO200 12.1MP,/home/iacv3_1/fivek/original/1009.png,/home/iacv3_1/fivek/expert0/1009.png,/home/iacv3_1/fivek/expert1/1009.png,/home/iacv3_1/fivek/expert2/1009.png,/home/iacv3_1/fivek/expert3/1009.png,/home/iacv3_1/fivek/expert4/1009.png
1011,man-made object,sun or sky,outdoors,day,Canon EOS 40D F/3.5 1/200 ISO100 10.1MP,/home/iacv3_1/fivek/original/1010.png,/home/iacv3_1/fivek/expert0/1010.png,/home/iacv3_1/fivek/expert1/1010.png,/home/iacv3_1/fivek/expert2/1010.png,/home/iacv3_1/fivek/expert3/1010.png,/home/iacv3_1/fivek/expert4/1010.png
1012,nature,sun or sky,outdoors,day,DCS460D         FILE VERSION 3 1/1250 ISO80 6.2MP,/home/iacv3_1/fivek/original/1011.png,/home/iacv3_1/fivek/expert0/1011.png,/home/iacv3_1/fivek/expert1/1011.png,/home/iacv3_1/fivek/expert2/1011.png,/home/iacv3_1/fivek/expert3/1011.png,/home/iacv3_1/fivek/expert4/1011.png
1013,animal(s),sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/5.6 1/500 ISO800 12.2MP,/home/iacv3_1/fivek/original/1012.png,/home/iacv3_1/fivek/expert0/1012.png,/home/iacv3_1/fivek/expert1/1012.png,/home/iacv3_1/fivek/expert2/1012.png,/home/iacv3_1/fivek/expert3/1012.png,/home/iacv3_1/fivek/expert4/1012.png
1014,person(s),sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/80 ISO200 12.2MP,/home/iacv3_1/fivek/original/1013.png,/home/iacv3_1/fivek/expert0/1013.png,/home/iacv3_1/fivek/expert1/1013.png,/home/iacv3_1/fivek/expert2/1013.png,/home/iacv3_1/fivek/expert3/1013.png,/home/iacv3_1/fivek/expert4/1013.png
1015,unknown,mixed,unknown,unknown,NIKON D700 200mm F/4.5 1/200 ISO250 12.1MP,/home/iacv3_1/fivek/original/1014.png,/home/iacv3_1/fivek/expert0/1014.png,/home/iacv3_1/fivek/expert1/1014.png,/home/iacv3_1/fivek/expert2/1014.png,/home/iacv3_1/fivek/expert3/1014.png,/home/iacv3_1/fivek/expert4/1014.png
1016,man-made object,sun or sky,outdoors,day,Canon EOS-1D Mark II F/6.3 1/800 ISO400 8.2MP,/home/iacv3_1/fivek/original/1015.png,/home/iacv3_1/fivek/expert0/1015.png,/home/iacv3_1/fivek/expert1/1015.png,/home/iacv3_1/fivek/expert2/1015.png,/home/iacv3_1/fivek/expert3/1015.png,/home/iacv3_1/fivek/expert4/1015.png
1017,nature,sun or sky,outdoors,day,Canon EOS 20D F/5.0 1/200 ISO400 8.2MP,/home/iacv3_1/fivek/original/1016.png,/home/iacv3_1/fivek/expert0/1016.png,/home/iacv3_1/fivek/expert1/1016.png,/home/iacv3_1/fivek/expert2/1016.png,/home/iacv3_1/fivek/expert3/1016.png,/home/iacv3_1/fivek/expert4/1016.png
1018,animal(s),mixed,indoors,unknown,Canon EOS 30D F/8.0 1/250 ISO800 8.2MP,/home/iacv3_1/fivek/original/1017.png,/home/iacv3_1/fivek/expert0/1017.png,/home/iacv3_1/fivek/expert1/1017.png,/home/iacv3_1/fivek/expert2/1017.png,/home/iacv3_1/fivek/expert3/1017.png,/home/iacv3_1/fivek/expert4/1017.png
1019,animal(s),artificial,indoors,unknown,Canon EOS 40D F/2.8 1/20 ISO400 10.1MP,/home/iacv3_1/fivek/original/1018.png,/home/iacv3_1/fivek/expert0/1018.png,/home/iacv3_1/fivek/expert1/1018.png,/home/iacv3_1/fivek/expert2/1018.png,/home/iacv3_1/fivek/expert3/1018.png,/home/iacv3_1/fivek/expert4/1018.png
1020,man-made object,mixed,indoors,unknown,Canon EOS 40D F/8.0 1/40 ISO400 10.1MP,/home/iacv3_1/fivek/original/1019.png,/home/iacv3_1/fivek/expert0/1019.png,/home/iacv3_1/fivek/expert1/1019.png,/home/iacv3_1/fivek/expert2/1019.png,/home/iacv3_1/fivek/expert3/1019.png,/home/iacv3_1/fivek/expert4/1019.png
1021,man-made object,artificial,indoors,day,Canon EOS DIGITAL REBEL XTi F/5.6 1/50 ISO800 10.1MP,/home/iacv3_1/fivek/original/1020.png,/home/iacv3_1/fivek/expert0/1020.png,/home/iacv3_1/fivek/expert1/1020.png,/home/iacv3_1/fivek/expert2/1020.png,/home/iacv3_1/fivek/expert3/1020.png,/home/iacv3_1/fivek/expert4/1020.png
1022,person(s),sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/1250 ISO200 12.2MP,/home/iacv3_1/fivek/original/1021.png,/home/iacv3_1/fivek/expert0/1021.png,/home/iacv3_1/fivek/expert1/1021.png,/home/iacv3_1/fivek/expert2/1021.png,/home/iacv3_1/fivek/expert3/1021.png,/home/iacv3_1/fivek/expert4/1021.png
1023,unknown,mixed,outdoors,unknown,M8 Digital Camera 38mm F/11.0 1/750 ISO320 10.3MP,/home/iacv3_1/fivek/original/1022.png,/home/iacv3_1/fivek/expert0/1022.png,/home/iacv3_1/fivek/expert1/1022.png,/home/iacv3_1/fivek/expert2/1022.png,/home/iacv3_1/fivek/expert3/1022.png,/home/iacv3_1/fivek/expert4/1022.png
1024,man-made object,mixed,outdoors,night,Canon EOS 40D F/2.8 1/10 ISO400 10.1MP,/home/iacv3_1/fivek/original/1023.png,/home/iacv3_1/fivek/expert0/1023.png,/home/iacv3_1/fivek/expert1/1023.png,/home/iacv3_1/fivek/expert2/1023.png,/home/iacv3_1/fivek/expert3/1023.png,/home/iacv3_1/fivek/expert4/1023.png
1025,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/500 ISO200 12.2MP,/home/iacv3_1/fivek/original/1024.png,/home/iacv3_1/fivek/expert0/1024.png,/home/iacv3_1/fivek/expert1/1024.png,/home/iacv3_1/fivek/expert2/1024.png,/home/iacv3_1/fivek/expert3/1024.png,/home/iacv3_1/fivek/expert4/1024.png
1026,nature,artificial,outdoors,night,Canon EOS DIGITAL REBEL XSi F/11.0 1/0 ISO100 12.2MP,/home/iacv3_1/fivek/original/1025.png,/home/iacv3_1/fivek/expert0/1025.png,/home/iacv3_1/fivek/expert1/1025.png,/home/iacv3_1/fivek/expert2/1025.png,/home/iacv3_1/fivek/expert3/1025.png,/home/iacv3_1/fivek/expert4/1025.png
1027,person(s),sun or sky,outdoors,day,Canon EOS-1D Mark II F/2.8 1/2000 ISO500 8.2MP,/home/iacv3_1/fivek/original/1026.png,/home/iacv3_1/fivek/expert0/1026.png,/home/iacv3_1/fivek/expert1/1026.png,/home/iacv3_1/fivek/expert2/1026.png,/home/iacv3_1/fivek/expert3/1026.png,/home/iacv3_1/fivek/expert4/1026.png
1028,man-made object,sun or sky,outdoors,day,NIKON D700 50mm F/4.5 1/50 ISO200 12.1MP,/home/iacv3_1/fivek/original/1027.png,/home/iacv3_1/fivek/expert0/1027.png,/home/iacv3_1/fivek/expert1/1027.png,/home/iacv3_1/fivek/expert2/1027.png,/home/iacv3_1/fivek/expert3/1027.png,/home/iacv3_1/fivek/expert4/1027.png
1029,nature,sun or sky,outdoors,dawn or dusk,Canon EOS 30D F/5.0 1/200 ISO100 8.2MP,/home/iacv3_1/fivek/original/1028.png,/home/iacv3_1/fivek/expert0/1028.png,/home/iacv3_1/fivek/expert1/1028.png,/home/iacv3_1/fivek/expert2/1028.png,/home/iacv3_1/fivek/expert3/1028.png,/home/iacv3_1/fivek/expert4/1028.png
1030,man-made object,sun or sky,outdoors,day,NIKON D700 35mm F/9.0 1/320 ISO200 12.1MP,/home/iacv3_1/fivek/original/1029.png,/home/iacv3_1/fivek/expert0/1029.png,/home/iacv3_1/fivek/expert1/1029.png,/home/iacv3_1/fivek/expert2/1029.png,/home/iacv3_1/fivek/expert3/1029.png,/home/iacv3_1/fivek/expert4/1029.png
1031,person(s),sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.0 1/640 ISO200 12.2MP,/home/iacv3_1/fivek/original/1030.png,/home/iacv3_1/fivek/expert0/1030.png,/home/iacv3_1/fivek/expert1/1030.png,/home/iacv3_1/fivek/expert2/1030.png,/home/iacv3_1/fivek/expert3/1030.png,/home/iacv3_1/fivek/expert4/1030.png
1032,animal(s),sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/4.5 1/800 ISO200 12.2MP,/home/iacv3_1/fivek/original/1031.png,/home/iacv3_1/fivek/expert0/1031.png,/home/iacv3_1/fivek/expert1/1031.png,/home/iacv3_1/fivek/expert2/1031.png,/home/iacv3_1/fivek/expert3/1031.png,/home/iacv3_1/fivek/expert4/1031.png
1033,man-made object,sun or sky,outdoors,day,NIKON D700 26mm F/3.5 1/800 ISO800 12.1MP,/home/iacv3_1/fivek/original/1032.png,/home/iacv3_1/fivek/expert0/1032.png,/home/iacv3_1/fivek/expert1/1032.png,/home/iacv3_1/fivek/expert2/1032.png,/home/iacv3_1/fivek/expert3/1032.png,/home/iacv3_1/fivek/expert4/1032.png
1034,animal(s),sun or sky,outdoors,day,Canon EOS-1D Mark II F/2.8 1/250 ISO1600 8.2MP,/home/iacv3_1/fivek/original/1033.png,/home/iacv3_1/fivek/expert0/1033.png,/home/iacv3_1/fivek/expert1/1033.png,/home/iacv3_1/fivek/expert2/1033.png,/home/iacv3_1/fivek/expert3/1033.png,/home/iacv3_1/fivek/expert4/1033.png
1035,man-made object,sun or sky,outdoors,day,NIKON D100 82mm F/11.0 1/320 ISO200 6.0MP,/home/iacv3_1/fivek/original/1034.png,/home/iacv3_1/fivek/expert0/1034.png,/home/iacv3_1/fivek/expert1/1034.png,/home/iacv3_1/fivek/expert2/1034.png,/home/iacv3_1/fivek/expert3/1034.png,/home/iacv3_1/fivek/expert4/1034.png
1036,man-made object,sun or sky,outdoors,day,NIKON D700 70mm F/6.3 1/1000 ISO200 12.1MP,/home/iacv3_1/fivek/original/1035.png,/home/iacv3_1/fivek/expert0/1035.png,/home/iacv3_1/fivek/expert1/1035.png,/home/iacv3_1/fivek/expert2/1035.png,/home/iacv3_1/fivek/expert3/1035.png,/home/iacv3_1/fivek/expert4/1035.png
1037,unknown,mixed,outdoors,unknown,Canon EOS-1D Mark II F/8.0 1/160 ISO640 8.2MP,/home/iacv3_1/fivek/original/1036.png,/home/iacv3_1/fivek/expert0/1036.png,/home/iacv3_1/fivek/expert1/1036.png,/home/iacv3_1/fivek/expert2/1036.png,/home/iacv3_1/fivek/expert3/1036.png,/home/iacv3_1/fivek/expert4/1036.png
1038,man-made object,sun or sky,outdoors,day,NIKON D700 20mm F/3.5 1/500 ISO500 12.1MP,/home/iacv3_1/fivek/original/1037.png,/home/iacv3_1/fivek/expert0/1037.png,/home/iacv3_1/fivek/expert1/1037.png,/home/iacv3_1/fivek/expert2/1037.png,/home/iacv3_1/fivek/expert3/1037.png,/home/iacv3_1/fivek/expert4/1037.png
1039,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/640 ISO200 12.2MP,/home/iacv3_1/fivek/original/1038.png,/home/iacv3_1/fivek/expert0/1038.png,/home/iacv3_1/fivek/expert1/1038.png,/home/iacv3_1/fivek/expert2/1038.png,/home/iacv3_1/fivek/expert3/1038.png,/home/iacv3_1/fivek/expert4/1038.png
1040,man-made object,mixed,indoors,unknown,NIKON D300 157mm F/3.0 1/45 ISO200 12.2MP,/home/iacv3_1/fivek/original/1039.png,/home/iacv3_1/fivek/expert0/1039.png,/home/iacv3_1/fivek/expert1/1039.png,/home/iacv3_1/fivek/expert2/1039.png,/home/iacv3_1/fivek/expert3/1039.png,/home/iacv3_1/fivek/expert4/1039.png
1041,person(s),sun or sky,outdoors,day,NIKON D700 20mm F/16.0 1/10 ISO200 12.1MP,/home/iacv3_1/fivek/original/1040.png,/home/iacv3_1/fivek/expert0/1040.png,/home/iacv3_1/fivek/expert1/1040.png,/home/iacv3_1/fivek/expert2/1040.png,/home/iacv3_1/fivek/expert3/1040.png,/home/iacv3_1/fivek/expert4/1040.png
1042,person(s),sun or sky,outdoors,day,NIKON D700 110mm F/5.0 1/125 ISO200 12.1MP,/home/iacv3_1/fivek/original/1041.png,/home/iacv3_1/fivek/expert0/1041.png,/home/iacv3_1/fivek/expert1/1041.png,/home/iacv3_1/fivek/expert2/1041.png,/home/iacv3_1/fivek/expert3/1041.png,/home/iacv3_1/fivek/expert4/1041.png
1043,unknown,mixed,unknown,unknown,Canon EOS 5D F/2.8 1/50 ISO800 12.7MP,/home/iacv3_1/fivek/original/1042.png,/home/iacv3_1/fivek/expert0/1042.png,/home/iacv3_1/fivek/expert1/1042.png,/home/iacv3_1/fivek/expert2/1042.png,/home/iacv3_1/fivek/expert3/1042.png,/home/iacv3_1/fivek/expert4/1042.png
1044,animal(s),sun or sky,outdoors,day,NIKON D70s 330mm F/5.0 1/2000 ISO200 6.0MP,/home/iacv3_1/fivek/original/1043.png,/home/iacv3_1/fivek/expert0/1043.png,/home/iacv3_1/fivek/expert1/1043.png,/home/iacv3_1/fivek/expert2/1043.png,/home/iacv3_1/fivek/expert3/1043.png,/home/iacv3_1/fivek/expert4/1043.png
1045,man-made object,sun or sky,outdoors,day,NIKON D700 20mm F/5.0 1/4 ISO200 12.1MP,/home/iacv3_1/fivek/original/1044.png,/home/iacv3_1/fivek/expert0/1044.png,/home/iacv3_1/fivek/expert1/1044.png,/home/iacv3_1/fivek/expert2/1044.png,/home/iacv3_1/fivek/expert3/1044.png,/home/iacv3_1/fivek/expert4/1044.png
1046,man-made object,sun or sky,outdoors,day,Canon EOS 40D F/3.2 1/60 ISO200 10.1MP,/home/iacv3_1/fivek/original/1045.png,/home/iacv3_1/fivek/expert0/1045.png,/home/iacv3_1/fivek/expert1/1045.png,/home/iacv3_1/fivek/expert2/1045.png,/home/iacv3_1/fivek/expert3/1045.png,/home/iacv3_1/fivek/expert4/1045.png
1047,man-made object,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/7.1 1/320 ISO800 12.2MP,/home/iacv3_1/fivek/original/1046.png,/home/iacv3_1/fivek/expert0/1046.png,/home/iacv3_1/fivek/expert1/1046.png,/home/iacv3_1/fivek/expert2/1046.png,/home/iacv3_1/fivek/expert3/1046.png,/home/iacv3_1/fivek/expert4/1046.png
1048,man-made object,sun or sky,outdoors,day,Canon PowerShot G9 F/4.0 1/125 ISO100 12.0MP,/home/iacv3_1/fivek/original/1047.png,/home/iacv3_1/fivek/expert0/1047.png,/home/iacv3_1/fivek/expert1/1047.png,/home/iacv3_1/fivek/expert2/1047.png,/home/iacv3_1/fivek/expert3/1047.png,/home/iacv3_1/fivek/expert4/1047.png
1049,nature,sun or sky,outdoors,day,Canon EOS 20D F/9.0 1/250 ISO100 8.2MP,/home/iacv3_1/fivek/original/1048.png,/home/iacv3_1/fivek/expert0/1048.png,/home/iacv3_1/fivek/expert1/1048.png,/home/iacv3_1/fivek/expert2/1048.png,/home/iacv3_1/fivek/expert3/1048.png,/home/iacv3_1/fivek/expert4/1048.png
1050,person(s),artificial,indoors,unknown,Canon EOS DIGITAL REBEL XTi F/2.8 1/15 ISO800 10.1MP,/home/iacv3_1/fivek/original/1049.png,/home/iacv3_1/fivek/expert0/1049.png,/home/iacv3_1/fivek/expert1/1049.png,/home/iacv3_1/fivek/expert2/1049.png,/home/iacv3_1/fivek/expert3/1049.png,/home/iacv3_1/fivek/expert4/1049.png
1051,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/5.6 1/250 ISO200 12.2MP,/home/iacv3_1/fivek/original/1050.png,/home/iacv3_1/fivek/expert0/1050.png,/home/iacv3_1/fivek/expert1/1050.png,/home/iacv3_1/fivek/expert2/1050.png,/home/iacv3_1/fivek/expert3/1050.png,/home/iacv3_1/fivek/expert4/1050.png
1052,nature,mixed,unknown,unknown,NIKON D700 50mm F/3.5 1/60 ISO250 12.1MP,/home/iacv3_1/fivek/original/1051.png,/home/iacv3_1/fivek/expert0/1051.png,/home/iacv3_1/fivek/expert1/1051.png,/home/iacv3_1/fivek/expert2/1051.png,/home/iacv3_1/fivek/expert3/1051.png,/home/iacv3_1/fivek/expert4/1051.png
1053,nature,sun or sky,outdoors,day,Canon EOS-1D Mark II F/9.0 1/2500 ISO800 8.2MP,/home/iacv3_1/fivek/original/1052.png,/home/iacv3_1/fivek/expert0/1052.png,/home/iacv3_1/fivek/expert1/1052.png,/home/iacv3_1/fivek/expert2/1052.png,/home/iacv3_1/fivek/expert3/1052.png,/home/iacv3_1/fivek/expert4/1052.png
1054,person(s),artificial,indoors,unknown,Canon EOS 5D F/1.4 1/250 ISO320 12.7MP,/home/iacv3_1/fivek/original/1053.png,/home/iacv3_1/fivek/expert0/1053.png,/home/iacv3_1/fivek/expert1/1053.png,/home/iacv3_1/fivek/expert2/1053.png,/home/iacv3_1/fivek/expert3/1053.png,/home/iacv3_1/fivek/expert4/1053.png
1055,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/5.6 1/320 ISO100 12.2MP,/home/iacv3_1/fivek/original/1054.png,/home/iacv3_1/fivek/expert0/1054.png,/home/iacv3_1/fivek/expert1/1054.png,/home/iacv3_1/fivek/expert2/1054.png,/home/iacv3_1/fivek/expert3/1054.png,/home/iacv3_1/fivek/expert4/1054.png
1056,person(s),sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XTi F/5.6 1/100 ISO100 10.1MP,/home/iacv3_1/fivek/original/1055.png,/home/iacv3_1/fivek/expert0/1055.png,/home/iacv3_1/fivek/expert1/1055.png,/home/iacv3_1/fivek/expert2/1055.png,/home/iacv3_1/fivek/expert3/1055.png,/home/iacv3_1/fivek/expert4/1055.png
1057,person(s),mixed,indoors,unknown,Canon EOS 20D F/5.6 1/40 ISO400 8.2MP,/home/iacv3_1/fivek/original/1056.png,/home/iacv3_1/fivek/expert0/1056.png,/home/iacv3_1/fivek/expert1/1056.png,/home/iacv3_1/fivek/expert2/1056.png,/home/iacv3_1/fivek/expert3/1056.png,/home/iacv3_1/fivek/expert4/1056.png
1058,animal(s),sun or sky,outdoors,day,Canon EOS-1D Mark II F/2.8 1/100 ISO1600 8.2MP,/home/iacv3_1/fivek/original/1057.png,/home/iacv3_1/fivek/expert0/1057.png,/home/iacv3_1/fivek/expert1/1057.png,/home/iacv3_1/fivek/expert2/1057.png,/home/iacv3_1/fivek/expert3/1057.png,/home/iacv3_1/fivek/expert4/1057.png
1059,person(s),artificial,indoors,unknown,Canon PowerShot G9 F/2.8 1/60 ISO100 12.0MP,/home/iacv3_1/fivek/original/1058.png,/home/iacv3_1/fivek/expert0/1058.png,/home/iacv3_1/fivek/expert1/1058.png,/home/iacv3_1/fivek/expert2/1058.png,/home/iacv3_1/fivek/expert3/1058.png,/home/iacv3_1/fivek/expert4/1058.png
1060,person(s),sun or sky,outdoors,day,NIKON D70s 48mm F/5.6 1/3000 ISO400 6.0MP,/home/iacv3_1/fivek/original/1059.png,/home/iacv3_1/fivek/expert0/1059.png,/home/iacv3_1/fivek/expert1/1059.png,/home/iacv3_1/fivek/expert2/1059.png,/home/iacv3_1/fivek/expert3/1059.png,/home/iacv3_1/fivek/expert4/1059.png
1061,nature,sun or sky,outdoors,day,Canon EOS 5D F/8.0 1/100 ISO800 12.7MP,/home/iacv3_1/fivek/original/1060.png,/home/iacv3_1/fivek/expert0/1060.png,/home/iacv3_1/fivek/expert1/1060.png,/home/iacv3_1/fivek/expert2/1060.png,/home/iacv3_1/fivek/expert3/1060.png,/home/iacv3_1/fivek/expert4/1060.png
1062,nature,sun or sky,outdoors,unknown,NIKON D700 50mm F/4.5 1/80 ISO800 12.1MP,/home/iacv3_1/fivek/original/1061.png,/home/iacv3_1/fivek/expert0/1061.png,/home/iacv3_1/fivek/expert1/1061.png,/home/iacv3_1/fivek/expert2/1061.png,/home/iacv3_1/fivek/expert3/1061.png,/home/iacv3_1/fivek/expert4/1061.png
1063,unknown,mixed,indoors,day,Canon EOS 10D F/6.7 1/90 ISO800 6.3MP,/home/iacv3_1/fivek/original/1062.png,/home/iacv3_1/fivek/expert0/1062.png,/home/iacv3_1/fivek/expert1/1062.png,/home/iacv3_1/fivek/expert2/1062.png,/home/iacv3_1/fivek/expert3/1062.png,/home/iacv3_1/fivek/expert4/1062.png
1064,man-made object,sun or sky,outdoors,day,NIKON D100 93mm F/8.0 1/250 ISO200 6.0MP,/home/iacv3_1/fivek/original/1063.png,/home/iacv3_1/fivek/expert0/1063.png,/home/iacv3_1/fivek/expert1/1063.png,/home/iacv3_1/fivek/expert2/1063.png,/home/iacv3_1/fivek/expert3/1063.png,/home/iacv3_1/fivek/expert4/1063.png
1065,person(s),artificial,indoors,unknown,M8 Digital Camera F/8.0 1/15 ISO1250 10.3MP,/home/iacv3_1/fivek/original/1064.png,/home/iacv3_1/fivek/expert0/1064.png,/home/iacv3_1/fivek/expert1/1064.png,/home/iacv3_1/fivek/expert2/1064.png,/home/iacv3_1/fivek/expert3/1064.png,/home/iacv3_1/fivek/expert4/1064.png
1066,person(s),sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/5.6 1/50 ISO100 12.2MP,/home/iacv3_1/fivek/original/1065.png,/home/iacv3_1/fivek/expert0/1065.png,/home/iacv3_1/fivek/expert1/1065.png,/home/iacv3_1/fivek/expert2/1065.png,/home/iacv3_1/fivek/expert3/1065.png,/home/iacv3_1/fivek/expert4/1065.png
1067,animal(s),sun or sky,outdoors,day,Canon EOS-1D Mark II F/8.0 1/250 ISO400 8.2MP,/home/iacv3_1/fivek/original/1066.png,/home/iacv3_1/fivek/expert0/1066.png,/home/iacv3_1/fivek/expert1/1066.png,/home/iacv3_1/fivek/expert2/1066.png,/home/iacv3_1/fivek/expert3/1066.png,/home/iacv3_1/fivek/expert4/1066.png
1068,man-made object,mixed,indoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/200 ISO1600 12.2MP,/home/iacv3_1/fivek/original/1067.png,/home/iacv3_1/fivek/expert0/1067.png,/home/iacv3_1/fivek/expert1/1067.png,/home/iacv3_1/fivek/expert2/1067.png,/home/iacv3_1/fivek/expert3/1067.png,/home/iacv3_1/fivek/expert4/1067.png
1069,man-made object,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/5.6 1/50 ISO200 12.2MP,/home/iacv3_1/fivek/original/1068.png,/home/iacv3_1/fivek/expert0/1068.png,/home/iacv3_1/fivek/expert1/1068.png,/home/iacv3_1/fivek/expert2/1068.png,/home/iacv3_1/fivek/expert3/1068.png,/home/iacv3_1/fivek/expert4/1068.png
1070,nature,sun or sky,outdoors,day,Canon EOS 5D F/10.0 1/60 ISO100 12.7MP,/home/iacv3_1/fivek/original/1069.png,/home/iacv3_1/fivek/expert0/1069.png,/home/iacv3_1/fivek/expert1/1069.png,/home/iacv3_1/fivek/expert2/1069.png,/home/iacv3_1/fivek/expert3/1069.png,/home/iacv3_1/fivek/expert4/1069.png
1071,man-made object,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/500 ISO200 12.2MP,/home/iacv3_1/fivek/original/1070.png,/home/iacv3_1/fivek/expert0/1070.png,/home/iacv3_1/fivek/expert1/1070.png,/home/iacv3_1/fivek/expert2/1070.png,/home/iacv3_1/fivek/expert3/1070.png,/home/iacv3_1/fivek/expert4/1070.png
1072,man-made object,artificial,indoors,dawn or dusk,Canon EOS 5D F/1.4 1/400 ISO200 12.7MP,/home/iacv3_1/fivek/original/1071.png,/home/iacv3_1/fivek/expert0/1071.png,/home/iacv3_1/fivek/expert1/1071.png,/home/iacv3_1/fivek/expert2/1071.png,/home/iacv3_1/fivek/expert3/1071.png,/home/iacv3_1/fivek/expert4/1071.png
1073,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/800 ISO200 12.2MP,/home/iacv3_1/fivek/original/1072.png,/home/iacv3_1/fivek/expert0/1072.png,/home/iacv3_1/fivek/expert1/1072.png,/home/iacv3_1/fivek/expert2/1072.png,/home/iacv3_1/fivek/expert3/1072.png,/home/iacv3_1/fivek/expert4/1072.png
1074,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/5.0 1/1600 ISO200 12.2MP,/home/iacv3_1/fivek/original/1073.png,/home/iacv3_1/fivek/expert0/1073.png,/home/iacv3_1/fivek/expert1/1073.png,/home/iacv3_1/fivek/expert2/1073.png,/home/iacv3_1/fivek/expert3/1073.png,/home/iacv3_1/fivek/expert4/1073.png
1075,nature,sun or sky,outdoors,dawn or dusk,Canon EOS 20D F/5.6 1/10 ISO100 8.2MP,/home/iacv3_1/fivek/original/1074.png,/home/iacv3_1/fivek/expert0/1074.png,/home/iacv3_1/fivek/expert1/1074.png,/home/iacv3_1/fivek/expert2/1074.png,/home/iacv3_1/fivek/expert3/1074.png,/home/iacv3_1/fivek/expert4/1074.png
1076,unknown,mixed,outdoors,unknown,Canon EOS 5D F/8.0 1/100 ISO1600 12.7MP,/home/iacv3_1/fivek/original/1075.png,/home/iacv3_1/fivek/expert0/1075.png,/home/iacv3_1/fivek/expert1/1075.png,/home/iacv3_1/fivek/expert2/1075.png,/home/iacv3_1/fivek/expert3/1075.png,/home/iacv3_1/fivek/expert4/1075.png
1077,nature,sun or sky,outdoors,day,Canon EOS-1D Mark II F/16.0 1/160 ISO800 8.2MP,/home/iacv3_1/fivek/original/1076.png,/home/iacv3_1/fivek/expert0/1076.png,/home/iacv3_1/fivek/expert1/1076.png,/home/iacv3_1/fivek/expert2/1076.png,/home/iacv3_1/fivek/expert3/1076.png,/home/iacv3_1/fivek/expert4/1076.png
1078,animal(s),sun or sky,outdoors,day,NIKON D70s 82mm F/5.6 1/250 ISO200 6.0MP,/home/iacv3_1/fivek/original/1077.png,/home/iacv3_1/fivek/expert0/1077.png,/home/iacv3_1/fivek/expert1/1077.png,/home/iacv3_1/fivek/expert2/1077.png,/home/iacv3_1/fivek/expert3/1077.png,/home/iacv3_1/fivek/expert4/1077.png
1079,person(s),mixed,unknown,unknown,Canon EOS DIGITAL REBEL XSi F/2.8 1/50 ISO400 12.2MP,/home/iacv3_1/fivek/original/1078.png,/home/iacv3_1/fivek/expert0/1078.png,/home/iacv3_1/fivek/expert1/1078.png,/home/iacv3_1/fivek/expert2/1078.png,/home/iacv3_1/fivek/expert3/1078.png,/home/iacv3_1/fivek/expert4/1078.png
1080,person(s),artificial,indoors,unknown,Canon EOS-1Ds Mark II F/2.8 1/30 ISO100 16.6MP,/home/iacv3_1/fivek/original/1079.png,/home/iacv3_1/fivek/expert0/1079.png,/home/iacv3_1/fivek/expert1/1079.png,/home/iacv3_1/fivek/expert2/1079.png,/home/iacv3_1/fivek/expert3/1079.png,/home/iacv3_1/fivek/expert4/1079.png
1081,nature,sun or sky,outdoors,day,Canon EOS 5D F/11.0 1/320 ISO400 12.7MP,/home/iacv3_1/fivek/original/1080.png,/home/iacv3_1/fivek/expert0/1080.png,/home/iacv3_1/fivek/expert1/1080.png,/home/iacv3_1/fivek/expert2/1080.png,/home/iacv3_1/fivek/expert3/1080.png,/home/iacv3_1/fivek/expert4/1080.png
1082,person(s),mixed,indoors,day,Canon PowerShot G9 F/2.8 1/50 ISO200 12.0MP,/home/iacv3_1/fivek/original/1081.png,/home/iacv3_1/fivek/expert0/1081.png,/home/iacv3_1/fivek/expert1/1081.png,/home/iacv3_1/fivek/expert2/1081.png,/home/iacv3_1/fivek/expert3/1081.png,/home/iacv3_1/fivek/expert4/1081.png
